cod_nat_pprt;lib_pprt;lib_bassin_risques;num_risque;lib_risque;cod_commune;lib_commune;dat_css_clic;dat_mise_a_enquete_deb;dat_mise_a_enquete_fin;dat_prescription;dat_deprescription;dat_approbation;dat_conv;dat_modification;dat_annulation;dat_annexion_plu;dat_abrog;etat_revision;dat_maj
01DDT20110004;01 PPRt KEM ONE;Balan ;215;Risque industriel;01027;Balan;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DDT20110004;01 PPRt KEM ONE;Balan ;224;Risque technologique;01027;Balan;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DDT20110004;01 PPRt KEM ONE;Balan ;236;Effet thermique;01027;Balan;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DDT20110004;01 PPRt KEM ONE;Balan ;237;Effet de surpression;01027;Balan;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DDT20110004;01 PPRt KEM ONE;Balan ;215;Risque industriel;01142;Dagneux;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DDT20110004;01 PPRt KEM ONE;Balan ;224;Risque technologique;01142;Dagneux;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DDT20110004;01 PPRt KEM ONE;Balan ;236;Effet thermique;01142;Dagneux;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DDT20110004;01 PPRt KEM ONE;Balan ;237;Effet de surpression;01142;Dagneux;2009-04-28 02:00:00;2012-03-11 01:00:00;2012-04-11 02:00:00;2010-01-26 01:00:00;;2012-05-29 02:00:00;;;;;;f;2017-05-10 02:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;215;Risque industriel;01047;Blyes;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;224;Risque technologique;01047;Blyes;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;236;Effet thermique;01047;Blyes;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;237;Effet de surpression;01047;Blyes;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;238;Effet toxique;01047;Blyes;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;215;Risque industriel;01390;Saint-Vulbas;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;224;Risque technologique;01390;Saint-Vulbas;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;236;Effet thermique;01390;Saint-Vulbas;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;237;Effet de surpression;01390;Saint-Vulbas;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20070001;01 PPRT de St Vulbas;St Vulbas;238;Effet toxique;01390;Saint-Vulbas;2011-11-29 01:00:00;;;2017-11-30 01:00:00;;2019-05-12 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;215;Risque industriel;01130;Bresse Vallons;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;224;Risque technologique;01130;Bresse Vallons;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;236;Effet thermique;01130;Bresse Vallons;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;237;Effet de surpression;01130;Bresse Vallons;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;215;Risque industriel;01232;Marboz;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;224;Risque technologique;01232;Marboz;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;236;Effet thermique;01232;Marboz;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170003;01 PPRT de Etrez;Etrez;237;Effet de surpression;01232;Marboz;2011-11-19 01:00:00;2015-04-13 02:00:00;2015-05-13 02:00:00;2012-02-19 01:00:00;;2015-07-27 02:00:00;;;;;;f;2021-03-03 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;215;Risque industriel;01024;Attignat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;224;Risque technologique;01024;Attignat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;236;Effet thermique;01024;Attignat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;237;Effet de surpression;01024;Attignat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;215;Risque industriel;01451;Viriat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;224;Risque technologique;01451;Viriat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;236;Effet thermique;01451;Viriat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
01DREAL20170004;01 PPRT de Viriat;Viriat;237;Effet de surpression;01451;Viriat;2011-05-25 02:00:00;2013-12-15 01:00:00;2014-01-15 01:00:00;2011-06-29 02:00:00;;2014-05-19 02:00:00;;;;;;f;2020-02-14 01:00:00
02DDT20100002;CLOE;"";215;Risque industriel;02287;Essigny-le-Grand;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20100002;CLOE;"";224;Risque technologique;02287;Essigny-le-Grand;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20100002;CLOE;"";236;Effet thermique;02287;Essigny-le-Grand;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20100002;CLOE;"";237;Effet de surpression;02287;Essigny-le-Grand;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20100002;CLOE;"";215;Risque industriel;02756;Urvillers;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20100002;CLOE;"";224;Risque technologique;02756;Urvillers;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20100002;CLOE;"";236;Effet thermique;02756;Urvillers;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20100002;CLOE;"";237;Effet de surpression;02756;Urvillers;;;;2008-07-17 02:00:00;;2009-12-01 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";215;Risque industriel;02168;Château-Thierry;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";224;Risque technologique;02168;Château-Thierry;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";236;Effet thermique;02168;Château-Thierry;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";238;Effet toxique;02168;Château-Thierry;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";215;Risque industriel;02279;Épaux-Bézu;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";224;Risque technologique;02279;Épaux-Bézu;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";236;Effet thermique;02279;Épaux-Bézu;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";238;Effet toxique;02279;Épaux-Bézu;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";215;Risque industriel;02297;Étrépilly;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";224;Risque technologique;02297;Étrépilly;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";236;Effet thermique;02297;Étrépilly;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20110001;FM Logistic;"";238;Effet toxique;02297;Étrépilly;;;;2009-09-09 02:00:00;;2010-12-27 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";215;Risque industriel;02552;Neuvillette;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";224;Risque technologique;02552;Neuvillette;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";236;Effet thermique;02552;Neuvillette;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";237;Effet de surpression;02552;Neuvillette;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";238;Effet toxique;02552;Neuvillette;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";215;Risque industriel;02575;Origny-Sainte-Benoite;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";224;Risque technologique;02575;Origny-Sainte-Benoite;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";236;Effet thermique;02575;Origny-Sainte-Benoite;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";237;Effet de surpression;02575;Origny-Sainte-Benoite;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";238;Effet toxique;02575;Origny-Sainte-Benoite;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";215;Risque industriel;02741;Thenelles;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";224;Risque technologique;02741;Thenelles;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";236;Effet thermique;02741;Thenelles;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";237;Effet de surpression;02741;Thenelles;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20130001;TEREOS;"";238;Effet toxique;02741;Thenelles;;;;2011-06-22 02:00:00;;2012-10-14 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20140001;BAYER;"";215;Risque industriel;02468;Marle;;2012-07-31 00:00:00;;2013-09-02 00:00:00;2013-10-02 00:00:00;2013-12-12 00:00:00;;2014-03-14 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20140001;BAYER;"";236;Effet thermique;02468;Marle;;2012-07-31 00:00:00;;2013-09-02 00:00:00;2013-10-02 00:00:00;2013-12-12 00:00:00;;2014-03-14 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20140001;BAYER;"";237;Effet de surpression;02468;Marle;;2012-07-31 00:00:00;;2013-09-02 00:00:00;2013-10-02 00:00:00;2013-12-12 00:00:00;;2014-03-14 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20140001;BAYER;"";238;Effet toxique;02468;Marle;;2012-07-31 00:00:00;;2013-09-02 00:00:00;2013-10-02 00:00:00;2013-12-12 00:00:00;;2014-03-14 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20140002;GIE SICALOG;"";215;Risque industriel;02549;Neuville-Saint-Amand;;2009-10-02 00:00:00;;2010-05-31 00:00:00;2010-07-02 00:00:00;2010-07-26 00:00:00;;2011-01-18 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20140002;GIE SICALOG;"";236;Effet thermique;02549;Neuville-Saint-Amand;;2009-10-02 00:00:00;;2010-05-31 00:00:00;2010-07-02 00:00:00;2010-07-26 00:00:00;;2011-01-18 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20140002;GIE SICALOG;"";237;Effet de surpression;02549;Neuville-Saint-Amand;;2009-10-02 00:00:00;;2010-05-31 00:00:00;2010-07-02 00:00:00;2010-07-26 00:00:00;;2011-01-18 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20140002;GIE SICALOG;"";238;Effet toxique;02549;Neuville-Saint-Amand;;2009-10-02 00:00:00;;2010-05-31 00:00:00;2010-07-02 00:00:00;2010-07-26 00:00:00;;2011-01-18 00:00:00;;;;f;2021-02-25 00:00:00
02DDT20150003;ROHM AND HAAS;"";215;Risque industriel;02041;Autreville;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";224;Risque technologique;02041;Autreville;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";236;Effet thermique;02041;Autreville;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";237;Effet de surpression;02041;Autreville;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";238;Effet toxique;02041;Autreville;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";215;Risque industriel;02173;Chauny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";224;Risque technologique;02173;Chauny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";236;Effet thermique;02173;Chauny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";237;Effet de surpression;02173;Chauny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";238;Effet toxique;02173;Chauny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";215;Risque industriel;02719;Sinceny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";224;Risque technologique;02719;Sinceny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";236;Effet thermique;02719;Sinceny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";237;Effet de surpression;02719;Sinceny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";238;Effet toxique;02719;Sinceny;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";215;Risque industriel;02820;Viry-Noureuil;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";224;Risque technologique;02820;Viry-Noureuil;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";236;Effet thermique;02820;Viry-Noureuil;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";237;Effet de surpression;02820;Viry-Noureuil;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20150003;ROHM AND HAAS;"";238;Effet toxique;02820;Viry-Noureuil;;;;2012-12-20 01:00:00;;2014-12-21 01:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20160003;STORENGY;"";215;Risque industriel;02339;Gandelu;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";236;Effet thermique;02339;Gandelu;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";237;Effet de surpression;02339;Gandelu;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";215;Risque industriel;02465;Marigny-en-Orxois;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;2013-06-24 00:00:00;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";236;Effet thermique;02465;Marigny-en-Orxois;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;2013-06-24 00:00:00;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";237;Effet de surpression;02465;Marigny-en-Orxois;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;2013-06-24 00:00:00;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";215;Risque industriel;02512;Montigny-l'Allier;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;2013-07-05 00:00:00;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";236;Effet thermique;02512;Montigny-l'Allier;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;2013-07-05 00:00:00;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20160003;STORENGY;"";237;Effet de surpression;02512;Montigny-l'Allier;;2010-10-13 00:00:00;;2012-12-17 00:00:00;2013-01-29 00:00:00;2013-04-12 00:00:00;;2013-07-05 00:00:00;2012-04-13 00:00:00;;;f;2021-02-25 00:00:00
02DDT20190001;KUEHNE+NAGEL;"";215;Risque industriel;02780;Venizel;;;;2009-06-17 02:00:00;;2010-08-15 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190001;KUEHNE+NAGEL;"";224;Risque technologique;02780;Venizel;;;;2009-06-17 02:00:00;;2010-08-15 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190001;KUEHNE+NAGEL;"";236;Effet thermique;02780;Venizel;;;;2009-06-17 02:00:00;;2010-08-15 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190001;KUEHNE+NAGEL;"";215;Risque industriel;02805;Villeneuve-Saint-Germain;;;;2009-06-17 02:00:00;;2010-08-15 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190001;KUEHNE+NAGEL;"";224;Risque technologique;02805;Villeneuve-Saint-Germain;;;;2009-06-17 02:00:00;;2010-08-15 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190001;KUEHNE+NAGEL;"";236;Effet thermique;02805;Villeneuve-Saint-Germain;;;;2009-06-17 02:00:00;;2010-08-15 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190002;Dépôt de Crépy de la DGSCGC;"";215;Risque industriel;02238;Crépy;;;;2018-07-29 02:00:00;;2021-08-10 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190002;Dépôt de Crépy de la DGSCGC;"";224;Risque technologique;02238;Crépy;;;;2018-07-29 02:00:00;;2021-08-10 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190002;Dépôt de Crépy de la DGSCGC;"";237;Effet de surpression;02238;Crépy;;;;2018-07-29 02:00:00;;2021-08-10 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190002;Dépôt de Crépy de la DGSCGC;"";215;Risque industriel;02329;Fourdrain;;;;2018-07-29 02:00:00;;2021-08-10 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190002;Dépôt de Crépy de la DGSCGC;"";224;Risque technologique;02329;Fourdrain;;;;2018-07-29 02:00:00;;2021-08-10 02:00:00;;;;;;f;2024-02-05 01:00:00
02DDT20190002;Dépôt de Crépy de la DGSCGC;"";237;Effet de surpression;02329;Fourdrain;;;;2018-07-29 02:00:00;;2021-08-10 02:00:00;;;;;;f;2024-02-05 01:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;215;Risque industriel;03098;Désertines;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;224;Risque technologique;03098;Désertines;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;236;Effet thermique;03098;Désertines;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;237;Effet de surpression;03098;Désertines;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;238;Effet toxique;03098;Désertines;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;215;Risque industriel;03185;Montluçon;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;224;Risque technologique;03185;Montluçon;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;236;Effet thermique;03185;Montluçon;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;237;Effet de surpression;03185;Montluçon;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
03DREAL20140001;PPRT ALL'CHEM Montluçon;Montluçon;238;Effet toxique;03185;Montluçon;2009-01-28 01:00:00;2013-05-26 02:00:00;2013-06-26 02:00:00;2010-03-08 01:00:00;;2014-01-09 01:00:00;;;;;;f;2014-06-12 02:00:00
