cod_nat_azi;lib_azi;lib_bassin_risque;list_risques;cod_commune;lib_commune;dat_program_deb;dat_program_fin;dat_etu_deb;dat_etu_fin;dat_info_deb;dat_info_fin;dat_realisation;dat_diffusion;dat_pub_net;dat_maj
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14288;Le Fresne-Camilly;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14289;Fresné-la-Mère;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14290;Fresney-le-Puceux;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14297;Gavrus;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14298;Géfosse-Fontenay;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14299;Genneville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14300;Gerrots;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14301;Giberville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14302;Glanville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14303;Glos;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14304;Gonneville-sur-Honfleur;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14305;Gonneville-sur-Mer;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14306;Gonneville-en-Auge;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14308;Goustranville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14309;Gouvix;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14311;Grainville-sur-Odon;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14312;Grandcamp-Maisy;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14316;Grangues;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14318;Graye-sur-Mer;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14320;Grimbosq;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14322;Guéron;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14325;Hermanville-sur-Mer;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14326;Hermival-les-Vaux;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14327;Hérouville-Saint-Clair;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14328;Hérouvillette;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14329;Heuland;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14332;La Hoguette;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14333;Honfleur;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14335;Hotot-en-Auge;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14336;Hottot-les-Bagues;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14337;La Houblonnière;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14338;Houlgate;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14342;Isigny-sur-Mer;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14343;Les Isles-Bardel;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14344;Janville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14345;Jort;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14346;Juaye-Mondaye;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14347;Dialan sur Chaîne;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14348;Juvigny-sur-Seulles;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14349;Laize-Clinchamps;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14352;Landelles-et-Coupigny;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14353;Landes-sur-Ajon;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14354;Langrune-sur-Mer;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14355;Ponts sur Seulles;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14357;Terres de Druance;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14358;Léaupartie;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14360;Leffard;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14362;Lessard-et-le-Chêne;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14366;Lisieux;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14367;Lison;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14368;Lisores;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14369;Litteau;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14370;Le Molay-Littry;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14371;Livarot-Pays-d'Auge;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14375;Les Loges-Saulces;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14377;Longues-sur-Mer;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14378;Longueville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14379;Longvillers;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14380;Loucelles;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14383;Louvigny;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14384;Luc-sur-Mer;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14385;Magny-en-Bessin;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14389;Maisoncelles-Pelvey;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14390;Maisoncelles-sur-Ajon;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14391;Maisons;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14393;Maizet;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14394;Maizières;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14396;Maltot;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14397;Mandeville-en-Bessin;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14398;Manerbe;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14399;Manneville-la-Pipard;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14400;Le Manoir;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14401;Manvieux;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14402;Le Marais-la-Chapelle;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14403;Marolles;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14404;Martainville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14405;Martigny-sur-l'Ante;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14406;Moulins en Bessin;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14406;Moulins-en-Bessin;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14407;Mathieu;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14408;May-sur-Orne;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14409;Merville-Franceville-Plage;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14410;Méry-Bissières-en-Auge;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14411;Meslay;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14412;Le Mesnil-au-Grain;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14419;Le Mesnil-Eudes;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14421;Le Mesnil-Guillaume;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14424;Le Mesnil-Robert;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14425;Le Mesnil-Simon;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14426;Le Mesnil-sur-Blangy;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14427;Le Mesnil-Villement;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14430;Meuvaines;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14431;Mézidon Vallée d'Auge;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14436;Monceaux-en-Bessin;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14437;Mondeville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14438;Mondrainville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14439;Monfréville;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14445;Montfiquet;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14446;Montigny;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14448;Montreuil-en-Auge;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14449;Monts-en-Bessin;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14452;Morteaux-Coulibœuf;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14453;Mosles;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
14DREAL20060002;Atlas des zones inondables;Basse-Normandie;Inondation ,Par une crue à débordement lent de cours d'eau ,Risque naturel;14454;Mouen;;;1995-01-31 01:00:00;1995-01-31 01:00:00;;;1997-04-08 02:00:00;;;2024-02-22 01:00:00
