cod_nat_pprm;lib_pprm;lib_bassin_risques;num_risque;lib_risque;cod_commune;lib_commune;dat_program_deb;dat_program_fin;dat_montage_deb;dat_montage_fin;dat_prescription;dat_deprescription;dat_concertation_deb;dat_concertation_fin;dat_consultation_deb;dat_consultation_fin;dat_mise_a_enquete_deb;dat_mise_a_enquete_fin;dat_approbation;dat_annulation;dat_annexion_plu;dat_modification;dat_abrog;etat_revision;dat_maj
03DDT20120001;PPR Miniers;"";254;Mouvements de terrains miniers;03027;Bézenet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";256;Effondrements localisés;03027;Bézenet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";257;Affaissements progressifs;03027;Bézenet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";293;Tassements;03027;Bézenet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";254;Mouvements de terrains miniers;03104;Doyet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";256;Effondrements localisés;03104;Doyet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";257;Affaissements progressifs;03104;Doyet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";293;Tassements;03104;Doyet;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";254;Mouvements de terrains miniers;03189;Montvicq;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";256;Effondrements localisés;03189;Montvicq;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";257;Affaissements progressifs;03189;Montvicq;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
03DDT20120001;PPR Miniers;"";293;Tassements;03189;Montvicq;;;;;2012-01-23 00:00:00;;;;;;;;2016-10-03 00:00:00;;;;;f;2017-11-30 00:00:00
07DDT20140021;PRIVAS/VEYRAS PPR Minier;"";256;Effondrements localisés;07186;Privas;;;;;2014-12-12 00:00:00;;;;;;2016-11-09 00:00:00;2016-12-09 00:00:00;2017-05-22 00:00:00;;;;;f;2017-06-01 00:00:00
07DDT20140021;PRIVAS/VEYRAS PPR Minier;"";290;Ecroulements rocheux;07186;Privas;;;;;2014-12-12 00:00:00;;;;;;2016-11-09 00:00:00;2016-12-09 00:00:00;2017-05-22 00:00:00;;;;;f;2017-06-01 00:00:00
07DDT20140021;PRIVAS/VEYRAS PPR Minier;"";293;Tassements;07186;Privas;;;;;2014-12-12 00:00:00;;;;;;2016-11-09 00:00:00;2016-12-09 00:00:00;2017-05-22 00:00:00;;;;;f;2017-06-01 00:00:00
07DDT20140021;PRIVAS/VEYRAS PPR Minier;"";256;Effondrements localisés;07340;Veyras;;;;;2014-12-12 00:00:00;;;;;;2016-11-09 00:00:00;2016-12-09 00:00:00;2017-05-22 00:00:00;;;;;f;2017-06-01 00:00:00
07DDT20140021;PRIVAS/VEYRAS PPR Minier;"";290;Ecroulements rocheux;07340;Veyras;;;;;2014-12-12 00:00:00;;;;;;2016-11-09 00:00:00;2016-12-09 00:00:00;2017-05-22 00:00:00;;;;;f;2017-06-01 00:00:00
07DDT20140021;PRIVAS/VEYRAS PPR Minier;"";293;Tassements;07340;Veyras;;;;;2014-12-12 00:00:00;;;;;;2016-11-09 00:00:00;2016-12-09 00:00:00;2017-05-22 00:00:00;;;;;f;2017-06-01 00:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;232;Risque minier;07058;Chassiers;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;252;Effondrements généralisés;07058;Chassiers;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;254;Affaissement minier;07058;Chassiers;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;232;Risque minier;07132;Largentière;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;252;Effondrements généralisés;07132;Largentière;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;254;Affaissement minier;07132;Largentière;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;232;Risque minier;07162;Montréal;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;252;Effondrements généralisés;07162;Montréal;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20150008;LARGENTIERE PPR Minier;CHASSIERS LARGENTIERE MONTREAL;254;Affaissement minier;07162;Montréal;;;;;2015-11-16 01:00:00;;;;;;2018-02-04 01:00:00;2018-03-06 01:00:00;2018-07-09 02:00:00;;;;;f;2023-10-03 02:00:00
07DDT20160001;LA VOULTE PPR Minier;"";256;Effondrements localisés;07349;La Voulte-sur-Rhône;;;;;2015-05-15 00:00:00;;;;2016-01-04 00:00:00;;2016-05-02 00:00:00;;2016-11-24 00:00:00;;;;;f;2016-12-13 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;252;Effondrements généralisés;07058;Chassiers;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;254;Mouvements de terrains miniers;07058;Chassiers;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;259;Emissions en surface de gaz de mine;07058;Chassiers;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;252;Effondrements généralisés;07132;Largentière;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;254;Mouvements de terrains miniers;07132;Largentière;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;259;Emissions en surface de gaz de mine;07132;Largentière;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;252;Effondrements généralisés;07162;Montréal;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;254;Mouvements de terrains miniers;07162;Montréal;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;259;Emissions en surface de gaz de mine;07162;Montréal;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;252;Effondrements généralisés;07343;Vinezac;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;254;Mouvements de terrains miniers;07343;Vinezac;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
07DDT20160003;LARGENTIERE PPR Minier;Largentière;259;Emissions en surface de gaz de mine;07343;Vinezac;;;;;2006-01-13 00:00:00;;;;2010-03-25 00:00:00;2010-05-25 00:00:00;2010-10-04 00:00:00;2010-11-05 00:00:00;2011-07-27 00:00:00;;;;2015-04-17 00:00:00;f;2016-07-19 00:00:00
12DDT20120002;PPRM du bassin de Decazeville;;232;Risque minier;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;252;Effondrements généralisés;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;254;Affaissement minier;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;256;Effondrements localisés;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;257;Affaissements progressifs;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;259;Emissions en surface de gaz de mine;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;288;Glissements ou mouvements de pente;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;290;Ecroulements rocheux;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;293;Tassements;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;296;Echauffement des terrains de dépôts;12013;Aubin;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;232;Risque minier;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;252;Effondrements généralisés;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;254;Affaissement minier;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;256;Effondrements localisés;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;257;Affaissements progressifs;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;259;Emissions en surface de gaz de mine;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;288;Glissements ou mouvements de pente;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;290;Ecroulements rocheux;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;293;Tassements;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;296;Echauffement des terrains de dépôts;12016;Auzits;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;232;Risque minier;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;252;Effondrements généralisés;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;254;Affaissement minier;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;256;Effondrements localisés;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;257;Affaissements progressifs;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;259;Emissions en surface de gaz de mine;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;288;Glissements ou mouvements de pente;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;290;Ecroulements rocheux;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;293;Tassements;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;296;Echauffement des terrains de dépôts;12083;Cransac;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;232;Risque minier;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;252;Effondrements généralisés;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;254;Affaissement minier;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;256;Effondrements localisés;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;257;Affaissements progressifs;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;259;Emissions en surface de gaz de mine;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;288;Glissements ou mouvements de pente;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;290;Ecroulements rocheux;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;293;Tassements;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;296;Echauffement des terrains de dépôts;12089;Decazeville;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;232;Risque minier;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;252;Effondrements généralisés;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;254;Affaissement minier;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;256;Effondrements localisés;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;257;Affaissements progressifs;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;259;Emissions en surface de gaz de mine;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;288;Glissements ou mouvements de pente;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;290;Ecroulements rocheux;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;293;Tassements;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;296;Echauffement des terrains de dépôts;12100;Firmi;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;232;Risque minier;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;252;Effondrements généralisés;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;254;Affaissement minier;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;256;Effondrements localisés;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;257;Affaissements progressifs;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;259;Emissions en surface de gaz de mine;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;288;Glissements ou mouvements de pente;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;290;Ecroulements rocheux;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;293;Tassements;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
12DDT20120002;PPRM du bassin de Decazeville;;296;Echauffement des terrains de dépôts;12305;Viviez;;;;;2015-12-20 01:00:00;;;;;;;;2017-06-18 02:00:00;;;;;f;2022-04-20 02:00:00
13DDTM20190174;PPR Minier Cadolive;;232;Risque minier;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190174;PPR Minier Cadolive;;252;Effondrements généralisés;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190174;PPR Minier Cadolive;;254;Affaissement minier;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190174;PPR Minier Cadolive;;256;Effondrements localisés;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190174;PPR Minier Cadolive;;257;Affaissements progressifs;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190174;PPR Minier Cadolive;;288;Glissements ou mouvements de pente;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190174;PPR Minier Cadolive;;293;Tassements;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190174;PPR Minier Cadolive;;296;Echauffement des terrains de dépôts;13020;Cadolive;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;t;2023-12-01 01:00:00
13DDTM20190175;PPR Minier Peypin;;232;Risque minier;13073;Peypin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190175;PPR Minier Peypin;;252;Effondrements généralisés;13073;Peypin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190175;PPR Minier Peypin;;254;Affaissement minier;13073;Peypin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190175;PPR Minier Peypin;;256;Effondrements localisés;13073;Peypin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190175;PPR Minier Peypin;;257;Affaissements progressifs;13073;Peypin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190175;PPR Minier Peypin;;288;Glissements ou mouvements de pente;13073;Peypin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190175;PPR Minier Peypin;;296;Echauffement des terrains de dépôts;13073;Peypin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190176;PPR Minier Saint-Savournin;;232;Risque minier;13101;Saint-Savournin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190176;PPR Minier Saint-Savournin;;254;Affaissement minier;13101;Saint-Savournin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190176;PPR Minier Saint-Savournin;;256;Effondrements localisés;13101;Saint-Savournin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190176;PPR Minier Saint-Savournin;;257;Affaissements progressifs;13101;Saint-Savournin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190176;PPR Minier Saint-Savournin;;288;Glissements ou mouvements de pente;13101;Saint-Savournin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190176;PPR Minier Saint-Savournin;;293;Tassements;13101;Saint-Savournin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190176;PPR Minier Saint-Savournin;;296;Echauffement des terrains de dépôts;13101;Saint-Savournin;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190177;PPR Minier Fuveau;;232;Risque minier;13040;Fuveau;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
13DDTM20190177;PPR Minier Fuveau;;254;Affaissement minier;13040;Fuveau;;;;;2019-10-06 02:00:00;;;;;;;;2022-04-14 02:00:00;;;;;f;2023-12-01 01:00:00
